colour	x	key	showSelectedlegendcolour	showSelected2	group
#00BFC4	-1.30060499813408	1	prediction	9	1937
#00BFC4	-1.30060499813408	1	prediction	10	1938
#00BFC4	-1.30060499813408	1	prediction	11	1939
#00BFC4	-1.30060499813408	1	prediction	12	1940
#00BFC4	-1.30060499813408	1	prediction	13	1941
#00BFC4	-1.30060499813408	1	prediction	14	1942
#00BFC4	-1.30060499813408	1	prediction	15	1943
#00BFC4	-1.30060499813408	1	prediction	16	1944
#00BFC4	-1.30060499813408	1	prediction	17	1945
#00BFC4	-1.30060499813408	1	prediction	18	1946
#00BFC4	-1.30060499813408	1	prediction	19	1947
#00BFC4	-1.30060499813408	1	prediction	20	1948
#00BFC4	-1.30060499813408	1	prediction	21	1949
#00BFC4	-1.30060499813408	1	prediction	22	1950
#00BFC4	-1.30060499813408	1	prediction	23	1951
#00BFC4	-1.30060499813408	1	prediction	24	1952
#00BFC4	-1.30060499813408	1	prediction	25	1953
#00BFC4	-1.30060499813408	1	prediction	26	1954
#00BFC4	-1.30060499813408	1	prediction	27	1955
#00BFC4	-1.30060499813408	1	prediction	28	1956
#00BFC4	-1.30060499813408	1	prediction	29	1957
#00BFC4	-1.30060499813408	1	prediction	30	1958
#00BFC4	-1.30060499813408	1	prediction	31	1959
#00BFC4	-1.30060499813408	1	prediction	32	1960
#00BFC4	-1.30060499813408	1	prediction	33	1961
#00BFC4	-1.30060499813408	1	prediction	34	1962
#00BFC4	-1.30060499813408	1	prediction	35	1963
#00BFC4	-1.30060499813408	1	prediction	36	1964
#00BFC4	-1.30060499813408	1	prediction	37	1965
#00BFC4	-1.30060499813408	1	prediction	38	1966
#00BFC4	-1.30060499813408	1	prediction	39	1967
#00BFC4	-1.30060499813408	1	prediction	40	1968
#00BFC4	-1.29125711414963	1	prediction	0	1969
#00BFC4	-1.29125711414963	1	prediction	1	1970
#00BFC4	-1.29125711414963	1	prediction	2	1971
#00BFC4	-1.29125711414963	1	prediction	3	1972
#00BFC4	-1.29125711414963	1	prediction	4	1973
#00BFC4	-1.29125711414963	1	prediction	5	1974
#00BFC4	-1.29125711414963	1	prediction	6	1975
#00BFC4	-1.29125711414963	1	prediction	7	1976
#00BFC4	-1.29125711414963	1	prediction	8	1977
#00BFC4	-1.29125711414963	1	prediction	9	1978
#00BFC4	-1.29125711414963	1	prediction	10	1979
#00BFC4	-1.29125711414963	1	prediction	11	1980
#00BFC4	-1.29125711414963	1	prediction	12	1981
#00BFC4	-1.29125711414963	1	prediction	13	1982
#00BFC4	-1.29125711414963	1	prediction	14	1983
#00BFC4	-1.29125711414963	1	prediction	15	1984
#00BFC4	-1.29125711414963	1	prediction	16	1985
#00BFC4	-1.29125711414963	1	prediction	17	1986
#00BFC4	-1.29125711414963	1	prediction	18	1987
#00BFC4	-1.29125711414963	1	prediction	19	1988
#00BFC4	-1.29125711414963	1	prediction	20	1989
#00BFC4	-1.29125711414963	1	prediction	21	1990
#00BFC4	-1.29125711414963	1	prediction	22	1991
#00BFC4	-1.29125711414963	1	prediction	23	1992
#00BFC4	-1.29125711414963	1	prediction	24	1993
#00BFC4	-1.29125711414963	1	prediction	25	1994
#00BFC4	-1.29125711414963	1	prediction	26	1995
#00BFC4	-1.29125711414963	1	prediction	27	1996
#00BFC4	-1.29125711414963	1	prediction	28	1997
#00BFC4	-1.29125711414963	1	prediction	29	1998
#00BFC4	-1.29125711414963	1	prediction	30	1999
#00BFC4	-1.29125711414963	1	prediction	31	2000
#00BFC4	-1.29125711414963	1	prediction	32	2001
#00BFC4	-1.29125711414963	1	prediction	33	2002
#00BFC4	-1.29125711414963	1	prediction	34	2003
#00BFC4	-1.29125711414963	1	prediction	35	2004
#00BFC4	-1.29125711414963	1	prediction	36	2005
#00BFC4	-1.29125711414963	1	prediction	37	2006
#00BFC4	-1.29125711414963	1	prediction	38	2007
#00BFC4	-1.29125711414963	1	prediction	39	2008
#00BFC4	-1.29125711414963	1	prediction	40	2009
#00BFC4	-1.2383797634393	1	prediction	0	2010
#00BFC4	-1.2383797634393	1	prediction	1	2011
#00BFC4	-1.2383797634393	1	prediction	2	2012
#00BFC4	-1.2383797634393	1	prediction	3	2013
#00BFC4	-1.2383797634393	1	prediction	4	2014
#00BFC4	-1.2383797634393	1	prediction	5	2015
#00BFC4	-1.2383797634393	1	prediction	6	2016
#00BFC4	-1.2383797634393	1	prediction	7	2017
#00BFC4	-1.2383797634393	1	prediction	8	2018
#00BFC4	-1.2383797634393	1	prediction	9	2019
#00BFC4	-1.2383797634393	1	prediction	10	2020
#00BFC4	-1.2383797634393	1	prediction	11	2021
#00BFC4	-1.2383797634393	1	prediction	12	2022
#00BFC4	-1.2383797634393	1	prediction	13	2023
#00BFC4	-1.2383797634393	1	prediction	14	2024
#00BFC4	-1.2383797634393	1	prediction	15	2025
#00BFC4	-1.2383797634393	1	prediction	16	2026
#00BFC4	-1.2383797634393	1	prediction	17	2027
#00BFC4	-1.2383797634393	1	prediction	18	2028
#00BFC4	-1.2383797634393	1	prediction	19	2029
#00BFC4	-1.2383797634393	1	prediction	20	2030
#00BFC4	-1.2383797634393	1	prediction	21	2031
#00BFC4	-1.2383797634393	1	prediction	22	2032
#00BFC4	-1.2383797634393	1	prediction	23	2033
#00BFC4	-1.2383797634393	1	prediction	24	2034
#00BFC4	-1.2383797634393	1	prediction	25	2035
#00BFC4	-1.2383797634393	1	prediction	26	2036
#00BFC4	-1.2383797634393	1	prediction	27	2037
#00BFC4	-1.2383797634393	1	prediction	28	2038
#00BFC4	-1.2383797634393	1	prediction	29	2039
#00BFC4	-1.2383797634393	1	prediction	30	2040
#00BFC4	-1.2383797634393	1	prediction	31	2041
#00BFC4	-1.2383797634393	1	prediction	32	2042
#00BFC4	-1.2383797634393	1	prediction	33	2043
#00BFC4	-1.2383797634393	1	prediction	34	2044
#00BFC4	-1.2383797634393	1	prediction	35	2045
#00BFC4	-1.2383797634393	1	prediction	36	2046
#00BFC4	-1.2383797634393	1	prediction	37	2047
#00BFC4	-1.2383797634393	1	prediction	38	2048
#00BFC4	-1.2383797634393	1	prediction	39	2049
#00BFC4	-1.2383797634393	1	prediction	40	2050
#00BFC4	-1.2376190694049	1	prediction	0	2051
#00BFC4	-1.2376190694049	1	prediction	1	2052
#00BFC4	-1.2376190694049	1	prediction	2	2053
#00BFC4	-1.2376190694049	1	prediction	3	2054
#00BFC4	-1.2376190694049	1	prediction	4	2055
#00BFC4	-1.2376190694049	1	prediction	5	2056
#00BFC4	-1.2376190694049	1	prediction	6	2057
#00BFC4	-1.2376190694049	1	prediction	7	2058
#00BFC4	-1.2376190694049	1	prediction	8	2059
#00BFC4	-1.2376190694049	1	prediction	9	2060
#00BFC4	-1.2376190694049	1	prediction	10	2061
#00BFC4	-1.2376190694049	1	prediction	11	2062
#00BFC4	-1.2376190694049	1	prediction	12	2063
#00BFC4	-1.2376190694049	1	prediction	13	2064
#00BFC4	-1.2376190694049	1	prediction	14	2065
#00BFC4	-1.2376190694049	1	prediction	15	2066
#00BFC4	-1.2376190694049	1	prediction	16	2067
#00BFC4	-1.2376190694049	1	prediction	17	2068
#00BFC4	-1.2376190694049	1	prediction	18	2069
#00BFC4	-1.2376190694049	1	prediction	19	2070
#00BFC4	-1.2376190694049	1	prediction	20	2071
#00BFC4	-1.2376190694049	1	prediction	21	2072
#00BFC4	-1.2376190694049	1	prediction	22	2073
#00BFC4	-1.2376190694049	1	prediction	23	2074
#00BFC4	-1.2376190694049	1	prediction	24	2075
#00BFC4	-1.2376190694049	1	prediction	25	2076
#00BFC4	-1.2376190694049	1	prediction	26	2077
#00BFC4	-1.2376190694049	1	prediction	27	2078
#00BFC4	-1.2376190694049	1	prediction	28	2079
#00BFC4	-1.2376190694049	1	prediction	29	2080
#00BFC4	-1.2376190694049	1	prediction	30	2081
#00BFC4	-1.2376190694049	1	prediction	31	2082
#00BFC4	-1.2376190694049	1	prediction	32	2083
#00BFC4	-1.2376190694049	1	prediction	33	2084
#00BFC4	-1.2376190694049	1	prediction	34	2085
#00BFC4	-1.2376190694049	1	prediction	35	2086
#00BFC4	-1.2376190694049	1	prediction	36	2087
#00BFC4	-1.2376190694049	1	prediction	37	2088
#00BFC4	-1.2376190694049	1	prediction	38	2089
#00BFC4	-1.2376190694049	1	prediction	39	2090
#00BFC4	-1.2376190694049	1	prediction	40	2091
#00BFC4	-1.1023697569035	1	prediction	0	2092
#00BFC4	-1.1023697569035	1	prediction	1	2093
#00BFC4	-1.1023697569035	1	prediction	2	2094
#00BFC4	-1.1023697569035	1	prediction	3	2095
#00BFC4	-1.1023697569035	1	prediction	4	2096
#00BFC4	-1.1023697569035	1	prediction	5	2097
#00BFC4	-1.1023697569035	1	prediction	6	2098
#00BFC4	-1.1023697569035	1	prediction	7	2099
#00BFC4	-1.1023697569035	1	prediction	8	2100
#00BFC4	-1.1023697569035	1	prediction	9	2101
#00BFC4	-1.1023697569035	1	prediction	10	2102
#00BFC4	-1.1023697569035	1	prediction	11	2103
#00BFC4	-1.1023697569035	1	prediction	12	2104
#00BFC4	-1.1023697569035	1	prediction	13	2105
#00BFC4	-1.1023697569035	1	prediction	14	2106
#00BFC4	-1.1023697569035	1	prediction	15	2107
#00BFC4	-1.1023697569035	1	prediction	16	2108
#00BFC4	-1.1023697569035	1	prediction	17	2109
#00BFC4	-1.1023697569035	1	prediction	18	2110
#00BFC4	-1.1023697569035	1	prediction	19	2111
#00BFC4	-1.1023697569035	1	prediction	20	2112
#00BFC4	-1.1023697569035	1	prediction	21	2113
#00BFC4	-1.1023697569035	1	prediction	22	2114
#00BFC4	-1.1023697569035	1	prediction	23	2115
#00BFC4	-1.1023697569035	1	prediction	24	2116
#00BFC4	-1.1023697569035	1	prediction	25	2117
#00BFC4	-1.1023697569035	1	prediction	26	2118
#00BFC4	-1.1023697569035	1	prediction	27	2119
#00BFC4	-1.1023697569035	1	prediction	28	2120
#00BFC4	-1.1023697569035	1	prediction	29	2121
#00BFC4	-1.1023697569035	1	prediction	30	2122
#00BFC4	-1.1023697569035	1	prediction	31	2123
#00BFC4	-1.1023697569035	1	prediction	32	2124
#00BFC4	-1.1023697569035	1	prediction	33	2125
#00BFC4	-1.1023697569035	1	prediction	34	2126
#00BFC4	-1.1023697569035	1	prediction	35	2127
#00BFC4	-1.1023697569035	1	prediction	36	2128
#00BFC4	-1.1023697569035	1	prediction	37	2129
#00BFC4	-1.1023697569035	1	prediction	38	2130
#00BFC4	-1.1023697569035	1	prediction	39	2131
#00BFC4	-1.1023697569035	1	prediction	40	2132
#00BFC4	-1.09221789333969	1	prediction	0	2133
#00BFC4	-1.09221789333969	1	prediction	1	2134
#00BFC4	-1.09221789333969	1	prediction	2	2135
#00BFC4	-1.09221789333969	1	prediction	3	2136
#00BFC4	-1.09221789333969	1	prediction	4	2137
#00BFC4	-1.09221789333969	1	prediction	5	2138
#00BFC4	-1.09221789333969	1	prediction	6	2139
#00BFC4	-1.09221789333969	1	prediction	7	2140
#00BFC4	-1.09221789333969	1	prediction	8	2141
#00BFC4	-1.09221789333969	1	prediction	9	2142
#00BFC4	-1.09221789333969	1	prediction	10	2143
#00BFC4	-1.09221789333969	1	prediction	11	2144
#00BFC4	-1.09221789333969	1	prediction	12	2145
#00BFC4	-1.09221789333969	1	prediction	13	2146
#00BFC4	-1.09221789333969	1	prediction	14	2147
#00BFC4	-1.09221789333969	1	prediction	15	2148
#00BFC4	-1.09221789333969	1	prediction	16	2149
#00BFC4	-1.09221789333969	1	prediction	17	2150
#00BFC4	-1.09221789333969	1	prediction	18	2151
#00BFC4	-1.09221789333969	1	prediction	19	2152
#00BFC4	-1.09221789333969	1	prediction	20	2153
#00BFC4	-1.09221789333969	1	prediction	21	2154
#00BFC4	-1.09221789333969	1	prediction	22	2155
#00BFC4	-1.09221789333969	1	prediction	23	2156
#00BFC4	-1.09221789333969	1	prediction	24	2157
#00BFC4	-1.09221789333969	1	prediction	25	2158
#00BFC4	-1.09221789333969	1	prediction	26	2159
#00BFC4	-1.09221789333969	1	prediction	27	2160
#00BFC4	-1.09221789333969	1	prediction	28	2161
#00BFC4	-1.09221789333969	1	prediction	29	2162
#00BFC4	-1.09221789333969	1	prediction	30	2163
#00BFC4	-1.09221789333969	1	prediction	31	2164
#00BFC4	-1.09221789333969	1	prediction	32	2165
#00BFC4	-1.09221789333969	1	prediction	33	2166
#00BFC4	-1.09221789333969	1	prediction	34	2167
#00BFC4	-1.09221789333969	1	prediction	35	2168
#00BFC4	-1.09221789333969	1	prediction	36	2169
#00BFC4	-1.09221789333969	1	prediction	37	2170
#00BFC4	-1.09221789333969	1	prediction	38	2171
#00BFC4	-1.09221789333969	1	prediction	39	2172
#00BFC4	-1.09221789333969	1	prediction	40	2173
#00BFC4	-1.04788708873093	1	prediction	0	2174
#00BFC4	-1.04788708873093	1	prediction	1	2175
#00BFC4	-1.04788708873093	1	prediction	2	2176
#00BFC4	-1.04788708873093	1	prediction	3	2177
#00BFC4	-1.04788708873093	1	prediction	4	2178
#00BFC4	-1.04788708873093	1	prediction	5	2179
#00BFC4	-1.04788708873093	1	prediction	6	2180
#00BFC4	-1.04788708873093	1	prediction	7	2181
#00BFC4	-1.04788708873093	1	prediction	8	2182
#00BFC4	-1.04788708873093	1	prediction	9	2183
#00BFC4	-1.04788708873093	1	prediction	10	2184
#00BFC4	-1.04788708873093	1	prediction	11	2185
#00BFC4	-1.04788708873093	1	prediction	12	2186
#00BFC4	-1.04788708873093	1	prediction	13	2187
#00BFC4	-1.04788708873093	1	prediction	14	2188
#00BFC4	-1.04788708873093	1	prediction	15	2189
#00BFC4	-1.04788708873093	1	prediction	16	2190
#00BFC4	-1.04788708873093	1	prediction	17	2191
#00BFC4	-1.04788708873093	1	prediction	18	2192
#00BFC4	-1.04788708873093	1	prediction	19	2193
#00BFC4	-1.04788708873093	1	prediction	20	2194
#00BFC4	-1.04788708873093	1	prediction	21	2195
#00BFC4	-1.04788708873093	1	prediction	22	2196
#00BFC4	-1.04788708873093	1	prediction	23	2197
#00BFC4	-1.04788708873093	1	prediction	24	2198
#00BFC4	-1.04788708873093	1	prediction	25	2199
#00BFC4	-1.04788708873093	1	prediction	26	2200
#00BFC4	-1.04788708873093	1	prediction	27	2201
#00BFC4	-1.04788708873093	1	prediction	28	2202
#00BFC4	-1.04788708873093	1	prediction	29	2203
#00BFC4	-1.04788708873093	1	prediction	30	2204
#00BFC4	-1.04788708873093	1	prediction	31	2205
#00BFC4	-1.04788708873093	1	prediction	32	2206
#00BFC4	-1.04788708873093	1	prediction	33	2207
#00BFC4	-1.04788708873093	1	prediction	34	2208
#00BFC4	-1.04788708873093	1	prediction	35	2209
#00BFC4	-1.04788708873093	1	prediction	36	2210
#00BFC4	-1.04788708873093	1	prediction	37	2211
#00BFC4	-1.04788708873093	1	prediction	38	2212
#00BFC4	-1.04788708873093	1	prediction	39	2213
#00BFC4	-1.04788708873093	1	prediction	40	2214
#00BFC4	-1.02733608568087	1	prediction	0	2215
#00BFC4	-1.02733608568087	1	prediction	1	2216
#00BFC4	-1.02733608568087	1	prediction	2	2217
#00BFC4	-1.02733608568087	1	prediction	3	2218
#00BFC4	-1.02733608568087	1	prediction	4	2219
#00BFC4	-1.02733608568087	1	prediction	5	2220
#00BFC4	-1.02733608568087	1	prediction	6	2221
#00BFC4	-1.02733608568087	1	prediction	7	2222
#00BFC4	-1.02733608568087	1	prediction	8	2223
#00BFC4	-1.02733608568087	1	prediction	9	2224
#00BFC4	-1.02733608568087	1	prediction	10	2225
#00BFC4	-1.02733608568087	1	prediction	11	2226
#00BFC4	-1.02733608568087	1	prediction	12	2227
#00BFC4	-1.02733608568087	1	prediction	13	2228
#00BFC4	-1.02733608568087	1	prediction	14	2229
#00BFC4	-1.02733608568087	1	prediction	15	2230
#00BFC4	-1.02733608568087	1	prediction	16	2231
#00BFC4	-1.02733608568087	1	prediction	17	2232
#00BFC4	-1.02733608568087	1	prediction	18	2233
#00BFC4	-1.02733608568087	1	prediction	19	2234
#00BFC4	-1.02733608568087	1	prediction	20	2235
#00BFC4	-1.02733608568087	1	prediction	21	2236
#00BFC4	-1.02733608568087	1	prediction	22	2237
#00BFC4	-1.02733608568087	1	prediction	23	2238
#00BFC4	-1.02733608568087	1	prediction	24	2239
#00BFC4	-1.02733608568087	1	prediction	25	2240
#00BFC4	-1.02733608568087	1	prediction	26	2241
#00BFC4	-1.02733608568087	1	prediction	27	2242
#00BFC4	-1.02733608568087	1	prediction	28	2243
#00BFC4	-1.02733608568087	1	prediction	29	2244
#00BFC4	-1.02733608568087	1	prediction	30	2245
#00BFC4	-1.02733608568087	1	prediction	31	2246
#00BFC4	-1.02733608568087	1	prediction	32	2247
#00BFC4	-1.02733608568087	1	prediction	33	2248
#00BFC4	-1.02733608568087	1	prediction	34	2249
#00BFC4	-1.02733608568087	1	prediction	35	2250
#00BFC4	-1.02733608568087	1	prediction	36	2251
#00BFC4	-1.02733608568087	1	prediction	37	2252
#00BFC4	-1.02733608568087	1	prediction	38	2253
#00BFC4	-1.02733608568087	1	prediction	39	2254
#00BFC4	-1.02733608568087	1	prediction	40	2255
#00BFC4	-1.00563195487484	1	prediction	0	2256
#00BFC4	-1.00563195487484	1	prediction	1	2257
#00BFC4	-1.00563195487484	1	prediction	2	2258
#00BFC4	-1.00563195487484	1	prediction	3	2259
#00BFC4	-1.00563195487484	1	prediction	4	2260
#00BFC4	-1.00563195487484	1	prediction	5	2261
#00BFC4	-1.00563195487484	1	prediction	6	2262
#00BFC4	-1.00563195487484	1	prediction	7	2263
#00BFC4	-1.00563195487484	1	prediction	8	2264
#00BFC4	-1.00563195487484	1	prediction	9	2265
#00BFC4	-1.00563195487484	1	prediction	10	2266
#00BFC4	-1.00563195487484	1	prediction	11	2267
#00BFC4	-1.00563195487484	1	prediction	12	2268
#00BFC4	-1.00563195487484	1	prediction	13	2269
#00BFC4	-1.00563195487484	1	prediction	14	2270
#00BFC4	-1.00563195487484	1	prediction	15	2271
#00BFC4	-1.00563195487484	1	prediction	16	2272
#00BFC4	-1.00563195487484	1	prediction	17	2273
#00BFC4	-1.00563195487484	1	prediction	18	2274
#00BFC4	-1.00563195487484	1	prediction	19	2275
#00BFC4	-1.00563195487484	1	prediction	20	2276
#00BFC4	-1.00563195487484	1	prediction	21	2277
#00BFC4	-1.00563195487484	1	prediction	22	2278
#00BFC4	-1.00563195487484	1	prediction	23	2279
#00BFC4	-1.00563195487484	1	prediction	24	2280
#00BFC4	-1.00563195487484	1	prediction	25	2281
#00BFC4	-1.00563195487484	1	prediction	26	2282
#00BFC4	-1.00563195487484	1	prediction	27	2283
#00BFC4	-1.00563195487484	1	prediction	28	2284
#00BFC4	-1.00563195487484	1	prediction	29	2285
#00BFC4	-1.00563195487484	1	prediction	30	2286
#00BFC4	-1.00563195487484	1	prediction	31	2287
#00BFC4	-1.00563195487484	1	prediction	32	2288
#00BFC4	-1.00563195487484	1	prediction	33	2289
#00BFC4	-1.00563195487484	1	prediction	34	2290
#00BFC4	-1.00563195487484	1	prediction	35	2291
#00BFC4	-1.00563195487484	1	prediction	36	2292
#00BFC4	-1.00563195487484	1	prediction	37	2293
#00BFC4	-1.00563195487484	1	prediction	38	2294
#00BFC4	-1.00563195487484	1	prediction	39	2295
#00BFC4	-1.00563195487484	1	prediction	40	2296
#00BFC4	-0.997350415214896	1	prediction	0	2297
#00BFC4	-0.997350415214896	1	prediction	1	2298
#00BFC4	-0.997350415214896	1	prediction	2	2299
#00BFC4	-0.997350415214896	1	prediction	3	2300
#00BFC4	-0.997350415214896	1	prediction	4	2301
#00BFC4	-0.997350415214896	1	prediction	5	2302
#00BFC4	-0.997350415214896	1	prediction	6	2303
#00BFC4	-0.997350415214896	1	prediction	7	2304
#00BFC4	-0.997350415214896	1	prediction	8	2305
#00BFC4	-0.997350415214896	1	prediction	9	2306
#00BFC4	-0.997350415214896	1	prediction	10	2307
#00BFC4	-0.997350415214896	1	prediction	11	2308
#00BFC4	-0.997350415214896	1	prediction	12	2309
#00BFC4	-0.997350415214896	1	prediction	13	2310
#00BFC4	-0.997350415214896	1	prediction	14	2311
#00BFC4	-0.997350415214896	1	prediction	15	2312
#00BFC4	-0.997350415214896	1	prediction	16	2313
#00BFC4	-0.997350415214896	1	prediction	17	2314
#00BFC4	-0.997350415214896	1	prediction	18	2315
#00BFC4	-0.997350415214896	1	prediction	19	2316
#00BFC4	-0.997350415214896	1	prediction	20	2317
#00BFC4	-0.997350415214896	1	prediction	21	2318
#00BFC4	-0.997350415214896	1	prediction	22	2319
#00BFC4	-0.997350415214896	1	prediction	23	2320
#00BFC4	-0.997350415214896	1	prediction	24	2321
#00BFC4	-0.997350415214896	1	prediction	25	2322
#00BFC4	-0.997350415214896	1	prediction	26	2323
#00BFC4	-0.997350415214896	1	prediction	27	2324
#00BFC4	-0.997350415214896	1	prediction	28	2325
#00BFC4	-0.997350415214896	1	prediction	29	2326
#00BFC4	-0.997350415214896	1	prediction	30	2327
#00BFC4	-0.997350415214896	1	prediction	31	2328
#00BFC4	-0.997350415214896	1	prediction	32	2329
#00BFC4	-0.997350415214896	1	prediction	33	2330
#00BFC4	-0.997350415214896	1	prediction	34	2331
#00BFC4	-0.997350415214896	1	prediction	35	2332
#00BFC4	-0.997350415214896	1	prediction	36	2333
#00BFC4	-0.997350415214896	1	prediction	37	2334
#00BFC4	-0.997350415214896	1	prediction	38	2335
#00BFC4	-0.997350415214896	1	prediction	39	2336
#00BFC4	-0.997350415214896	1	prediction	40	2337
#00BFC4	-0.987075049895793	1	prediction	0	2338
#00BFC4	-0.987075049895793	1	prediction	1	2339
#00BFC4	-0.987075049895793	1	prediction	2	2340
#00BFC4	-0.987075049895793	1	prediction	3	2341
#00BFC4	-0.987075049895793	1	prediction	4	2342
#00BFC4	-0.987075049895793	1	prediction	5	2343
#00BFC4	-0.987075049895793	1	prediction	6	2344
#00BFC4	-0.987075049895793	1	prediction	7	2345
#00BFC4	-0.987075049895793	1	prediction	8	2346
#00BFC4	-0.987075049895793	1	prediction	9	2347
#00BFC4	-0.987075049895793	1	prediction	10	2348
#00BFC4	-0.987075049895793	1	prediction	11	2349
#00BFC4	-0.987075049895793	1	prediction	12	2350
#00BFC4	-0.987075049895793	1	prediction	13	2351
#00BFC4	-0.987075049895793	1	prediction	14	2352
#00BFC4	-0.987075049895793	1	prediction	15	2353
#00BFC4	-0.987075049895793	1	prediction	16	2354
#00BFC4	-0.987075049895793	1	prediction	17	2355
#00BFC4	-0.987075049895793	1	prediction	18	2356
#00BFC4	-0.987075049895793	1	prediction	19	2357
#00BFC4	-0.987075049895793	1	prediction	20	2358
#00BFC4	-0.987075049895793	1	prediction	21	2359
#00BFC4	-0.987075049895793	1	prediction	22	2360
#00BFC4	-0.987075049895793	1	prediction	23	2361
#00BFC4	-0.987075049895793	1	prediction	24	2362
#00BFC4	-0.987075049895793	1	prediction	25	2363
#00BFC4	-0.987075049895793	1	prediction	26	2364
#00BFC4	-0.987075049895793	1	prediction	27	2365
#00BFC4	-0.987075049895793	1	prediction	28	2366
#00BFC4	-0.987075049895793	1	prediction	29	2367
#00BFC4	-0.987075049895793	1	prediction	30	2368
#00BFC4	-0.987075049895793	1	prediction	31	2369
#00BFC4	-0.987075049895793	1	prediction	32	2370
#00BFC4	-0.987075049895793	1	prediction	33	2371
#00BFC4	-0.987075049895793	1	prediction	34	2372
#00BFC4	-0.987075049895793	1	prediction	35	2373
#00BFC4	-0.987075049895793	1	prediction	36	2374
#00BFC4	-0.987075049895793	1	prediction	37	2375
#00BFC4	-0.987075049895793	1	prediction	38	2376
#00BFC4	-0.987075049895793	1	prediction	39	2377
#00BFC4	-0.987075049895793	1	prediction	40	2378
#00BFC4	-0.974307999014854	1	prediction	0	2379
#00BFC4	-0.974307999014854	1	prediction	1	2380
#00BFC4	-0.974307999014854	1	prediction	2	2381
#00BFC4	-0.974307999014854	1	prediction	3	2382
#00BFC4	-0.974307999014854	1	prediction	4	2383
#00BFC4	-0.974307999014854	1	prediction	5	2384
#00BFC4	-0.974307999014854	1	prediction	6	2385
#00BFC4	-0.974307999014854	1	prediction	7	2386
#00BFC4	-0.974307999014854	1	prediction	8	2387
#00BFC4	-0.974307999014854	1	prediction	9	2388
#00BFC4	-0.974307999014854	1	prediction	10	2389
#00BFC4	-0.974307999014854	1	prediction	11	2390
#00BFC4	-0.974307999014854	1	prediction	12	2391
#00BFC4	-0.974307999014854	1	prediction	13	2392
#00BFC4	-0.974307999014854	1	prediction	14	2393
#00BFC4	-0.974307999014854	1	prediction	15	2394
#00BFC4	-0.974307999014854	1	prediction	16	2395
#00BFC4	-0.974307999014854	1	prediction	17	2396
#00BFC4	-0.974307999014854	1	prediction	18	2397
#00BFC4	-0.974307999014854	1	prediction	19	2398
#00BFC4	-0.974307999014854	1	prediction	20	2399
#00BFC4	-0.974307999014854	1	prediction	21	2400
#00BFC4	-0.974307999014854	1	prediction	22	2401
#00BFC4	-0.974307999014854	1	prediction	23	2402
#00BFC4	-0.974307999014854	1	prediction	24	2403
#00BFC4	-0.974307999014854	1	prediction	25	2404
#00BFC4	-0.974307999014854	1	prediction	26	2405
#00BFC4	-0.974307999014854	1	prediction	27	2406
#00BFC4	-0.974307999014854	1	prediction	28	2407
#00BFC4	-0.974307999014854	1	prediction	29	2408
#00BFC4	-0.974307999014854	1	prediction	30	2409
#00BFC4	-0.974307999014854	1	prediction	31	2410
#00BFC4	-0.974307999014854	1	prediction	32	2411
#00BFC4	-0.974307999014854	1	prediction	33	2412
#00BFC4	-0.974307999014854	1	prediction	34	2413
#00BFC4	-0.974307999014854	1	prediction	35	2414
#00BFC4	-0.974307999014854	1	prediction	36	2415
#00BFC4	-0.974307999014854	1	prediction	37	2416
#00BFC4	-0.974307999014854	1	prediction	38	2417
#00BFC4	-0.974307999014854	1	prediction	39	2418
#00BFC4	-0.974307999014854	1	prediction	40	2419
#00BFC4	-0.965562372934073	1	prediction	0	2420
#00BFC4	-0.965562372934073	1	prediction	1	2421
#00BFC4	-0.965562372934073	1	prediction	2	2422
#00BFC4	-0.965562372934073	1	prediction	3	2423
#00BFC4	-0.965562372934073	1	prediction	4	2424
#00BFC4	-0.965562372934073	1	prediction	5	2425
#00BFC4	-0.965562372934073	1	prediction	6	2426
#00BFC4	-0.965562372934073	1	prediction	7	2427
#00BFC4	-0.965562372934073	1	prediction	8	2428
#00BFC4	-0.965562372934073	1	prediction	9	2429
#00BFC4	-0.965562372934073	1	prediction	10	2430
#00BFC4	-0.965562372934073	1	prediction	11	2431
#00BFC4	-0.965562372934073	1	prediction	12	2432
#00BFC4	-0.965562372934073	1	prediction	13	2433
#00BFC4	-0.965562372934073	1	prediction	14	2434
#00BFC4	-0.965562372934073	1	prediction	15	2435
#00BFC4	-0.965562372934073	1	prediction	16	2436
#00BFC4	-0.965562372934073	1	prediction	17	2437
#00BFC4	-0.965562372934073	1	prediction	18	2438
#00BFC4	-0.965562372934073	1	prediction	19	2439
#00BFC4	-0.965562372934073	1	prediction	20	2440
#00BFC4	-0.965562372934073	1	prediction	21	2441
#00BFC4	-0.965562372934073	1	prediction	22	2442
#00BFC4	-0.965562372934073	1	prediction	23	2443
#00BFC4	-0.965562372934073	1	prediction	24	2444
#00BFC4	-0.965562372934073	1	prediction	25	2445
#00BFC4	-0.965562372934073	1	prediction	26	2446
#00BFC4	-0.965562372934073	1	prediction	27	2447
#00BFC4	-0.965562372934073	1	prediction	28	2448
#00BFC4	-0.965562372934073	1	prediction	29	2449
#00BFC4	-0.965562372934073	1	prediction	30	2450
#00BFC4	-0.965562372934073	1	prediction	31	2451
#00BFC4	-0.965562372934073	1	prediction	32	2452
#00BFC4	-0.965562372934073	1	prediction	33	2453
